name,price,rating,number_of_reviews,url,ram,rating_rounded,price_category
ASUS Vivobook 15.6 inch Windows Laptop Intel Core i5-1235U 8GB RAM 512GB SSD Quiet Blue,349.0,4.4,85,https://walmart.com/ip/ASUS-Vivobook-15-6-inch-Laptop-Intel-Core-i5-1235U-8GB-RAM-512GB-SSD-Quiet-Blue/5105358617?classType=REGULAR&athbdg=L1102,8,4.5,Cheap
HP 14 inch Windows Laptop Intel Celeron N4120 4GB RAM 64GB eMMC Silver (12-mo. Microsoft 365 Included),178.89,4.4,982,https://walmart.com/ip/HP-Stream-14-Laptop-Intel-Celeron-N4120-Processor-4GB-RAM-64GB-eMMC-Silver-Windows-11-S-mode-with-Office-365-1-yr-14-cf2733wm/5700202955?classType=REGULAR&athbdg=L1103,4,4.5,Cheap
"Dell Inspiron 3520 Laptop Computer, 15.6"" FHD Anti-Glare, Intel Core i3-1215U, 16GB RAM, 1TB SSD, Intel UHD Graphics, Numeric Keypad, Wi-Fi 6, Bluetooth, Windows 11 Pro, SD Card Reader",439.0,4.6,63,https://walmart.com/ip/Dell-Inspiron-3520-Laptop-Computer-15-6-FHD-Anti-Glare-Intel-Core-i3-1215U-16GB-RAM-1TB-SSD-UHD-Graphics-Numeric-Keypad-Wi-Fi-6-Bluetooth-Windows-11/5399506784?classType=REGULAR,16,4.5,Cheap
"Restored HP Chromebook 11.6-inch Intel Celeron 4GB RAM 16GB 2024 Latest OS Bundle: USA Essentials Bluetooth/Wireless Airbuds, Wireless Mouse By 2 Day Express (Refurbished)",126.0,3.5,1012,https://walmart.com/ip/Restored-HP-Chromebook-11-6-inch-Intel-Celeron-4GB-RAM-16GB-2022-Latest-OS-Bundle-USA-Essentials-Bluetooth-Wireless-Airbuds-Wireless-Mouse-By-Certifi/151943695?classType=REGULAR,4,3.5,Cheap
"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 12GB RAM, 128GB eMMC + 256GB SSD, 1 Yr Office 365, Wi-Fi 6, Windows 11 Home, Grey",279.0,4.2,78,https://walmart.com/ip/Lenovo-IdeaPad-1-Laptop-Intel-Dual-Core-Processor-12GB-RAM-256GB-SSD-128GB-eMMC-15-6-FHD-Display-Year-Office-365-Numeric-Keypad-Windows-11-Home/5296606454?classType=REGULAR,12,4.0,Cheap
"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 12GB RAM, 128GB eMMC + 256GB SSD, 1 Yr Office 365, Wi-Fi 6, Windows 11 Home, Grey",279.0,4.2,78,https://walmart.com/ip/Lenovo-IdeaPad-1-Laptop-Intel-Dual-Core-Processor-12GB-RAM-256GB-SSD-128GB-eMMC-15-6-FHD-Display-Year-Office-365-Numeric-Keypad-Windows-11-Home/5296606454?classType=REGULAR,12,4.0,Cheap
HP Victus 15.6 inch FHD IPS 144Hz Gaming Laptop AMD Ryzen 5-8645HS NVIDIA GeForce RTX 4050 8GB DDR5 512GB SSD Mica Silver (2024),659.0,4.5,493,https://walmart.com/ip/HP-Victus-15-6-inch-FHD-144Hz-Gaming-Laptop-AMD-Ryzen-5-8645HS-NVIDIA-GeForce-RTX-4050-8GB-DDR4-512GB-SSD-Mica-Silver-2024/5395277312?classType=REGULAR,8,4.5,Standard
"AEEZO 15.6 inch Laptop, 16GB RAM 512GB ROM, Intel Celeron Quad-Core ,1080P FHD, 38000mWh Battery, Laptop Computers Support WiFi, Bluetooth, Type-C, TF Card",279.99,4.7,904,https://walmart.com/ip/AEEZO-15-6-inch-Laptop-16GB-RAM-512GB-ROM-Intel-Celeron-Quad-Core-Processors-1080P-FHD-38000mWh-Battery-Laptop-Computers-Support-WiFi-Bluetooth-Type/5408225388?classType=VARIANT,16,4.5,Cheap
"HP 17 17.3"" HD+ Touchscreen Business Laptop Computer, Intel Pentium N5030, 16GB RAM, 1TB SSD, 1-Year Office 365, Long Battery Life, Wi-Fi 5, Bt 5, HDMI,Silver",548.46,4.2,97,https://walmart.com/ip/HP-17-17-3-HD-Touchscreen-Windows-11-Pro-Business-Laptop-Computer-Intel-Pentium-Silver-N5030-16GB-RAM-1TB-SSD-1-Year-Office-365-Long-Battery-Life-Wi/5032133004?classType=VARIANT,16,4.0,Standard
"Restored HP 15-FD0083WM 15.6"" HD Pentium N200 1.8GHz Intel UHD Graphics 4GB RAM 128GB SSD Win 11 Home in Smode Scarlet Red (Refurbished)",166.0,4.3,306,https://walmart.com/ip/Restored-HP-15-FD0083WM-15-6-HD-Pentium-N200-1-8GHz-Intel-UHD-Graphics-4GB-RAM-128GB-SSD-Win-11-Home-in-Smode-Scarlet-Red-Refurbished/2874262727?classType=REGULAR&athbdg=L1600,4,4.5,Cheap
"HP 14” HD Laptop, Intel Celeron N4120, 4GB RAM, 64GB eMMC, Windows 11 Home in S Mode, Snowflake White",163.8,4.4,200,https://walmart.com/ip/2022-Newest-HP-Stream-14-HD-Display-Intel-Celeron-N4120-Processor-4GB-Memory-64GB-eMMC-WiFi-Bluetooth-Type-C-802-11AC-Win10-S-Snowflake-White/558192909?classType=VARIANT,4,4.5,Cheap
"Lenovo IdeaPad 1 14IGL7 82V6 - Intel Celeron - N4020 / up to 2.8 GHz - Win 11 Home in S mode - UHD Graphics 600 - 4 GB RAM - 64 GB eMMC - 14"" TN 1366 x 768 (HD) - Wi-Fi 6 - cloud gray - kbd: US",169.0,4.3,40,https://walmart.com/ip/Lenovo-1-14IGL7-Celeron-Dual-Core-N4020-64GB-eMMC-4GB-14-1366x768-WIN11-S-CLOUD-GRAY/3881495166?classType=VARIANT,4,4.5,Cheap
MSI Katana 15.6 inch 144Hz Gaming Laptop Intel Core i7-13620H NVIDIA GeForce RTX 4050 16GB DDR5 1TB SSD Black (2024),888.0,4.6,305,https://walmart.com/ip/MSI-Katana-15-6-inch-144Hz-Gaming-Laptop-Intel-Core-i7-13620H-NVIDIA-GeForce-RTX-4050-16GB-DDR5-1TB-SSD-Black-2024/5152138788?classType=REGULAR,16,4.5,Moderate
"Auusda 14.1"" FHD 1920*1080P Laptop, Intel Celeron J4125, 8GB RAM, 512GB SSD, Silver",219.9,3.6,424,https://walmart.com/ip/Auusda-14-1-Laptop-Intel-Celeron-J4125-Quad-Core-up-to-2-7GHz-8GB-RAM-512GB-SSD-Bluetooth-Windows-11-Pro-Work-Computer-FHD-1920-1080P-Silver/5000464084?classType=VARIANT,8,3.5,Cheap
Acer Aspire 3 15.6 inch Windows Laptop AMD Ryzen 7-5700U 16GB RAM 512GB SSD Silver,359.0,4.4,755,https://walmart.com/ip/Acer-Aspire-3-15-6-inch-Laptop-AMD-Ryzen-7-5700U-16GB-RAM-512GB-SSD-Pure-Silver/5262667268?classType=REGULAR,16,4.5,Cheap
HP 15.6 inch Windows Laptop Intel Core i5-1334U 8GB RAM 512GB SSD Natural Silver,375.96,4.0,228,https://walmart.com/ip/HP-15-6-inch-Laptop-Intel-Core-i5-1334U-8GB-RAM-512GB-SSD-Natural-Silver/5098188132?classType=REGULAR,8,4.0,Cheap
ASUS Vivobook S 15.6 inch 3K OLED 120Hz Windows Laptop Intel Core Ultra 7-155H Intel Evo Edition AI PC 16GB RAM 1TB SSD Mist Blue,668.0,4.5,173,https://walmart.com/ip/ASUS-Vivobook-S-15-6-inch-3K-OLED-120Hz-Laptop-Intel-Core-Ultra-7-155H-Intel-Evo-Edition-16GB-RAM-1TB-SSD-Mist-Blue/5123764605?classType=REGULAR&athbdg=L1102,16,4.5,Standard
"Dell Inspiron 15 3000 3520 15.6"" Touchscreen FHD Business Laptop Computer, Intel Core i5-1155G7 (Beat i7-10710U), 32GB DDR4 RAM, 1TB PCIe SSD, 802.11AC WiFi, Bluetooth, Black, Windows 11 Home",483.15,4.3,22,https://walmart.com/ip/Dell-Inspiron-15-3000-3520-15-6-Touchscreen-FHD-Business-Laptop-Computer-Intel-Core-i5-1155G7-Beat-i7-10710U-32GB-DDR4-RAM-1TB-PCIe-SSD-802-11AC-WiFi/5351166132?classType=VARIANT,32,4.5,Cheap
"Jumper 15.6"" Windows 11 Laptop 4GB DDR4 128GB Rom Computer with Intel Celeron 5205U, Come with 1-Yr Free Office 365",199.99,4.2,44,https://walmart.com/ip/Jumper-15-6-Laptop-4GB-DDR4-128GB-ROM-Computer-with-Dual-Core-Intel-Celeron-5205U-CPU-1-yr-Office-Free-1366x768-HD/9497006657?classType=VARIANT,4,4.0,Cheap
"HP 14"" HD Laptop for Students and Business,Intel Celeron N4120, 4GB RAM, 64GB eMMC, Long Battery Life, UHD Graphics, Webcam, HDMI, Wi-Fi,Windows 11 Home in S Mode, Snowflake White",184.67,3.7,1455,https://walmart.com/ip/HP-14-HD-Laptop-Students-Business-Intel-Celeron-N4120-4GB-RAM-64GB-eMMC-Long-Battery-Life-UHD-Graphics-Webcam-HDMI-Wi-Fi-Windows-11-Home-S-Mode-Snowf/7987319291?classType=VARIANT,4,3.5,Cheap
"Acer Chromebook 315 15.6 inch Laptop Intel Processor N4500 4GB RAM 64GB eMMC Pure Silver, ChromeOS",139.0,4.4,5909,https://walmart.com/ip/Acer-Chromebook-315-15-6-inch-Laptop-Intel-Processor-N4500-4GB-RAM-64GB-eMMC-Pure-Silver/3193557250?classType=VARIANT&athbdg=L1102,4,4.5,Cheap
"Restored Apple MacBook Air 13.3-inch Intel Core i5 8GB RAM Mac OS 128GB SSD Bundle: USA Essentials Bluetooth/Wireless Airbuds, Black Case, Wireless Mouse By Certified 2 Day Express (Refurbished)",217.0,3.8,867,https://walmart.com/ip/Restored-Apple-MacBook-Air-13-3-inch-Intel-Core-i5-8GB-RAM-Mac-OS-128GB-SSD-Bundle-USA-Essentials-Bluetooth-Wireless-Airbuds-Black-Case-Wireless-Mous/1245052032?classType=VARIANT,8,4.0,Cheap
"Auusda 15.6"" Laptop Computer Intel N95 up to 3.4 GHz, 32GB DDR4 RAM, 1TB NVMe SSD, Windows 11 Pro",338.0,3.8,345,https://walmart.com/ip/Auusda-15-6-Laptop-Computer-Intel-N95-up-to-3-4-GHz-32GB-DDR4-RAM-1TB-NVMe-SSD-Windows-11-Pro/2783683137?classType=VARIANT,32,4.0,Cheap
"Dell Latitude 3500 15.6"" Laptop PC | Intel Core i5 8th Gen (1.6) | 16GB RAM | 256GB SSD | Windows 11 | Home or Office Computer",268.0,3.6,40,https://walmart.com/ip/Restored-Dell-Latitude-3500-15-6-Laptop-PC-Intel-Core-i5-8th-Gen-1-6-8GB-RAM-500GB-HDD-Windows-11-Home-or-Office-Computer-Refurbished/9817171884?classType=VARIANT,16,3.5,Cheap
Lenovo IdeaPad 1i 15.6 inch Windows Laptop Intel Core i5-1235U 8GB RAM 256GB SSD Abyss Blue,341.0,4.5,211,https://walmart.com/ip/Lenovo-IdeaPad-1i-15-6-Intel-Core-i5-1235U-8GB-RAM-256-GB-SSD-Abyss-Blue-Windows-11-in-S-Mode-82QD00GNUS/5698519717?classType=REGULAR,8,4.5,Cheap
"Pre-Owned Apple MacBook Air MJVE2LL/A 13.3"" Intel Core i5-5250U 1.6GHz up to 2.7GHz, 8GB RAM, 256GB SSD, Wi-Fi, Bluetooth 4.0 (Fair)",200.0,3.6,75,https://walmart.com/ip/Pre-Owned-Apple-MacBook-Air-MJVE2LL-A-13-3-Intel-Core-i5-5250U-1-6GHz-up-to-2-7GHz-8GB-RAM-256GB-SSD-Wi-Fi-Bluetooth-4-0-Fair/768898209?classType=REGULAR&athbdg=L1600,8,3.5,Cheap
"New Lenovo Ideapad 1i, 14.0"" Laptop, Intel Celeron N4020, 4GB RAM, 64GB eMMC Storage, Cloud Grey, Windows 11 in S Mode",179.99,4.6,9,https://walmart.com/ip/New-Lenovo-Ideapad-1i-14-0-Laptop-Intel-Celeron-N4020-4GB-RAM-64GB-eMMC-Storage-Cloud-Grey-Windows-11-in-S-Mode/5378663275?classType=REGULAR,4,4.5,Cheap
"Restored Gateway GWTC116-2BL 11.6"" HD Touchscreen Laptop Celeron N4020 1.1GHz Intel UHD Graphics 600 4GB RAM 64GB SSD Windows 10 Home in S Mode Blue (Refurbished)",154.99,3.3,430,https://walmart.com/ip/Restored-Gateway-GWTC116-2BL-11-6-HD-Touchscreen-Laptop-Celeron-N4020-1-1GHz-Intel-UHD-Graphics-600-4GB-RAM-64GB-SSD-Windows-10-Home-S-Mode-Blue-Refu/233669145?classType=VARIANT,4,3.5,Cheap
"Restored HP Chromebook 11.6-inch Intel Celeron 4GB RAM 16GB 2024 Latest OS Bundle: USA Essentials Bluetooth/Wireless Airbuds, Wireless Mouse By 2 Day Express (Refurbished)",126.0,3.5,1012,https://walmart.com/ip/Restored-HP-Chromebook-11-6-inch-Intel-Celeron-4GB-RAM-16GB-2022-Latest-OS-Bundle-USA-Essentials-Bluetooth-Wireless-Airbuds-Wireless-Mouse-By-Certifi/151943695?classType=REGULAR,4,3.5,Cheap
Acer Predator Helios Neo 14.5 inch QHD+ 120Hz Gaming Laptop Intel Core Ultra 7-155H AI PC NVIDIA GeForce RTX 4070 16GB DDR5 RAM 1TB SSD Obsidian Black (2024),1499.99,4.6,44,https://walmart.com/ip/Acer-Predator-Helios-Neo-14-5-inch-QHD-120Hz-Gaming-Laptop-Intel-Core-Ultra-7-155H-NVIDIA-GeForce-RTX-4070-16GB-DDR5-RAM-1TB-SSD-Obsidian-Black-2024/5164753187?classType=REGULAR,16,4.5,Expensive
ASUS Chromebook Plus CX34 14 inch Touch Laptop with Google AI Intel Core i3-1215U 8GB RAM 128GB UFS Gray,329.0,4.5,101,https://walmart.com/ip/ASUS-Chromebook-Plus-CX34-14-inch-Touch-Laptop-with-Google-AI-Intel-Core-i3-1215U-8GB-RAM-128GB-UFS-Gray/5098188355?classType=REGULAR,8,4.5,Cheap
"HP Chromebook X360 14"" HD Touchscreen 2-in-1 Laptop, Intel Celeron N4020, 4GB RAM, 64GB eMMC, Teal, 14a-ca0130wm",278.0,4.3,1322,https://walmart.com/ip/HP-Chromebook-X360-14-HD-Touchscreen-2-in-1-Laptop-Intel-Celeron-N4020-4GB-RAM-64GB-eMMC-Teal-14a-ca0130wm/518977383?classType=REGULAR,4,4.5,Cheap
"ASUS Chromebook Laptop C202SA-YS04 11.6"", Intel Celeron, 32GB eMMc, 4GB RAM (Dark Blue)",56.0,2.5,212,https://walmart.com/ip/ASUS-Chromebook-Laptop-C202SA-YS04-11-6-Intel-Celeron-32GB-eMMc-4GB-RAM-Dark-Blue/600642333?classType=REGULAR&athbdg=L1600,4,2.5,Cheap
"Acer Aspire 3 15.6"" Windows Laptop AMD Ryzen 5-7520U 8GB RAM 512GB SSD Pure Silver",369.0,4.4,90,https://walmart.com/ip/Acer-Aspire-3-15-6-inch-FHD-IPS-Laptop-AMD-Ryzen-5-7520U-8GB-RAM-512GB-SSD-Silver/5113283436?classType=REGULAR,8,4.5,Cheap
"HP 17 17.3"" FHD + Business Laptop Computer, Intel Core i3-1215U, 8GB RAM, 256GB SSD, Long Battery Life, Wi-Fi, Bluetooth, HDMI, Silver",439.99,4.5,31,https://walmart.com/ip/HP-17-17-3-FHD-IPS-Windows-11-Pro-Business-Laptop-Computer-Intel-Core-i3-1215U-8GB-RAM-256GB-SSD-Long-Battery-Life-Wi-Fi-Bluetooth-HDMI-Silver/5776206720?classType=REGULAR,8,4.5,Cheap
"Lenovo 15.6"" FHD Celeron N4500 Laptop 1.1GHz Intel UHD Graphics 4GB RAM 64GB SSD Chrome OS Artic Grey",168.0,4.0,217,https://walmart.com/ip/LENOVO-82N4002HUS-15-6-FHD-Celeron-N4500-1-1GHz-Intel-UHD-Graphics-4GB-RAM-64GB-SSD-Chrome-OS-Artic-Grey/951435754?classType=REGULAR,4,4.0,Cheap
ASUS Vivobook Go 15.6 inch Windows Laptop Intel Core i3-N305 8GB RAM 128GB UFS Cool Silver,271.99,4.5,96,https://walmart.com/ip/ASUS-Vivobook-Go-15-6-inch-Laptop-Intel-Core-i3-N305-8GB-RAM-128GB-UFS-Cool-Silver/5105358618?classType=REGULAR,8,4.5,Cheap
"Restored Apple MacBook Air, 11.6"" Laptop, Intel Core i5, 4GB RAM, 128GB SSD, No, Mac OS, Silver, MJVM2LL/A (Refurbished)",136.77,3.3,118,https://walmart.com/ip/Restored-Apple-MacBook-Air-11-6-Laptop-Intel-Core-i5-4GB-RAM-128GB-SSD-No-Mac-OS-Silver-MJVM2LL-A-Refurbished/470339255?classType=VARIANT,4,3.5,Cheap
"CHUWI GemiBook Pro 14.1"" Laptop 256GB SSD 8GB RAM,Windows 11 Bussiness Notebook Computer PC,Intel Celeron N5100 Processor,Ultra Thin and Light,2160*1440,Full Metal",195.89,4.6,737,https://walmart.com/ip/CHUWI-GemiBook-Pro-14-1-Laptop-256GB-SSD-16GB-RAM-Windows-11-Bussiness-Notebook-Computer-PC-Intel-Celeron-N5100-Processor-Ultra-Thin-Light-2160-1440/629807271?classType=VARIANT,8,4.5,Cheap
ASUS Chromebook CM30 10.5 inch WUXGA Touch 2-in-1 Tablet MediaTek Kompanio 520 8GB RAM 128GB eMMC Stylus Included Fog Silver,219.0,4.3,225,https://walmart.com/ip/ASUS-Chromebook-CM30-10-5-inch-WUXGA-Touch-2-in-1-Tablet-MediaTek-520-8186-8GB-RAM-128GB-eMMC-Stylus-Included-Fog-Silver/5144605689?classType=REGULAR,8,4.5,Cheap
"Auusda 14.1"" FHD Laptop, Intel Celeron J4125, 8GB RAM, 256GB SSD, Windows 11 Pro, Silver",209.9,3.6,424,https://walmart.com/ip/Auusda-14-1-Laptop-Intel-Celeron-J4125-Quad-Core-up-to-2-7GHz-8GB-RAM-256GB-SSD-Bluetooth-Windows-11-Pro-Work-Computer-FHD-1920-1080P-Silver/2079126962?classType=VARIANT,8,3.5,Cheap
"HP Essential 255 G8 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U, 32GB RAM, 1TB PCIe SSD, Webcam, SD Card Reader, HDMI, Wi-Fi 6, Windows 11 Pro, Grey",479.0,4.2,49,https://walmart.com/ip/HP-Essential-255-G8-Laptop-15-6-FHD-Display-AMD-Ryzen-5-5500U-32GB-RAM-1TB-PCIe-SSD-Webcam-SD-Card-Reader-HDMI-Wi-Fi-6-Windows-11-Pro-Grey/5448572533?classType=VARIANT,32,4.0,Cheap
"ASUS 15.6"" FHD Laptop, Intel Pentium, 4GB RAM, 128GB eMMC, Windows 11 Home in S mode with One Year of Microsoft 365 included,  L510MA-WS21",243.7,3.9,2035,https://walmart.com/ip/ASUS-15-6-FHD-Laptop-Intel-Pentium-4GB-RAM-128GB-eMMC-Windows-11-Home-in-S-mode-with-One-Year-of-Microsoft-365-included-L510MA-WS21/297174175?classType=VARIANT,4,4.0,Cheap
"HP 15 15.6"" FHD Business & Student Laptop Computer, Intel Core i3-1215U, up to 4.40GHz, 8GB RAM, 256GB SSD, Long Battery Life, Wi-Fi 5, Bluetooth, HDMI, 4in1 Accessories, Silver",599.0,4.2,68,https://walmart.com/ip/Lenovo-Ideapad-3i-15-6-FHD-Touchscreen-Business-Laptop-Computer-11th-Intel-Dual-Core-i3-1115G4-UHD-Graphics-40GB-RAM-2TB-PCIe-SSD-Wi-Fi-6-Bluetooth-H/5537318356?classType=VARIANT,8,4.0,Standard
"Laptop 16.1 FHD Gaming Laptop, AMD Ryzen 7 5825U, 16GB RAM, 512GB SSD, Windows 11, Graphite, WiFi 6, Backlit KB, Gray",549.79,4.7,385,https://walmart.com/ip/Tower-plug/8534363190?classType=VARIANT&athbdg=L1900,16,4.5,Standard
"Lenovo IdeaPad 1i 15.6"" Laptop Intel Celeron N4500 4GB RAM 128GB SSD Cloud Grey (12m Microsoft 365)",193.93,4.6,129,https://walmart.com/ip/Lenovo-IdeaPad-1i-15-6-Intel-Celeron-N4500-4GB-RAM-128-GB-SSD-Cloud-Grey-Windows-11-in-S-Mode-82LX00A4US/5536633074?classType=REGULAR,4,4.5,Cheap
15.6 inch Laptop 16GB DDR4 512GB SSD Intel Alder Lake N97 up to 3.6GHz with Windows 11,279.29,4.7,1992,https://walmart.com/ip/15-6-inch-Laptop-16GB-DDR4-512GB-SSD-Intel-Alder-Lake-N95-up-to-3-4GHz-with-Windows-11/2375101040?classType=VARIANT,16,4.5,Cheap
ASUS Zenbook 14 inch OLED WUXGA Touch Windows Laptop AMD Ryzen 7-8840HS 16GB RAM 512GB SSD Jade Black,799.0,4.3,126,https://walmart.com/ip/ASUS-Zenbook-14-inch-OLED-WUXGA-Touch-Laptop-AMD-Ryzen-7-8840HS-16GB-RAM-512GB-SSD-Jade-Black/5109506772?classType=REGULAR,16,4.5,Moderate
"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 12GB RAM, 128GB eMMC + 256GB SSD, 1 Yr Office 365, Wi-Fi 6, Windows 11 Home, Grey",279.0,4.2,78,https://walmart.com/ip/Lenovo-IdeaPad-1-Laptop-Intel-Dual-Core-Processor-12GB-RAM-256GB-SSD-128GB-eMMC-15-6-FHD-Display-Year-Office-365-Numeric-Keypad-Windows-11-Home/5296606454?classType=REGULAR&athbdg=L1103,12,4.0,Cheap
"Restored HP Chromebook 11.6-inch Intel Celeron 4GB RAM 16GB 2024 Latest OS Bundle: USA Essentials Bluetooth/Wireless Airbuds, Wireless Mouse By 2 Day Express (Refurbished)",126.0,3.5,1012,https://walmart.com/ip/Restored-HP-Chromebook-11-6-inch-Intel-Celeron-4GB-RAM-16GB-2022-Latest-OS-Bundle-USA-Essentials-Bluetooth-Wireless-Airbuds-Wireless-Mouse-By-Certifi/151943695?classType=REGULAR,4,3.5,Cheap
"Pre-Owned Apple MacBook Air Laptop Core i5 1.6GHz 8GB RAM 128GB SSD 13"" MMGF2LL A (2015)",175.0,3.7,20,https://walmart.com/ip/Pre-Owned-Apple-MacBook-Air-Laptop-Core-i5-1-6GHz-8GB-RAM-128GB-SSD-13-MMGF2LL-A-2015/867192521?classType=REGULAR,8,3.5,Cheap
"NBD 10.1 inch Laptop Android 12.0 Computer, Quad Core Powered Netbook,2G RAM+64 GB ROM Mini Laptop Computer for Kids with Bag, Mouse, and Mouse Pad(Blue)",143.96,4.1,13,https://walmart.com/ip/NBD-10-1-inch-Laptop-Android-12-0-Computer-Quad-Core-Powered-Netbook-2G-RAM-64-GB-ROM-Mini-Computer-Kids-Bag-Mouse-Mouse-Pad-Blue/5043923182?classType=REGULAR,2,4.0,Cheap
Acer Nitro V 15.6 inch FHD 144Hz Gaming Laptop Intel Core i5-13420H NVIDIA GeForce RTX 4050 16GB DDR5 512GB Black Windows 11 (Get Assassin's Creed Shadows with Purchase),718.0,4.7,95,https://walmart.com/ip/Acer-Nitro-V-15-6-Full-HD-IPS-144Hz-Display-13th-Gen-Intel-Core-i5-13420H-NVIDIA-GeForce-RTX-4050-Laptop-GPU-MGP-75W-16GB-DDR5-512GB-PCIe-4-SSD-Windo/5479831078?classType=VARIANT,16,4.5,Moderate
"Restored Apple MacBook Air 13.3"" Laptop (2017) MQD32LL/A Intel Core i5 - 8GB Memory, 128GB SSD - Silver (Refurbished)",166.71,3.5,164,https://walmart.com/ip/Restored-Apple-MacBook-Air-13-3-Laptop-2017-MQD32LL-A-Intel-Core-i5-8GB-Memory-128GB-SSD-Silver-Refurbished/275341764?classType=REGULAR,8,3.5,Cheap
KUU 15.6 in Windows 11 Laptop 8GB RAM 256GB SSD Intel Celeron Processor 1920x1080 IPS Netbook,239.0,4.0,39,https://walmart.com/ip/KUU-15-in-Windows-11-Laptop-8GB-RAM-256GB-SSD-Computer-Intel-Celeron-Processor-1920x1080-IPS-Screen-Netbook/6028112931?classType=REGULAR,8,4.0,Cheap
"HP Newest 15 15.6"" HD Touchscreen Business Laptop Computer, 12th Gen Intel Core i3-1215U, 16GB RAM, 256GB PCIe SSD, Long Battery Life, Wi-Fi 5, Bluetooth, Natural Silver",336.9,4.0,51,https://walmart.com/ip/HP-Newest-15-15-6-HD-Touchscreen-Windows-11-Pro-Business-Laptop-Computer-12th-Gen-Intel-Core-i3-1215U-16GB-RAM-256GB-PCIe-SSD-Long-Battery-Life-Wi-Fi/5030434857?classType=REGULAR,16,4.0,Cheap
"HP 15 15.6"" HD Touch IPS Business Laptop Computer, Intel Core i3-1215U, 16GB RAM, 512GB SSD, Long Battery Life, Wi-Fi, Bluetooth, HDMI, Silver",406.7,3.9,37,https://walmart.com/ip/HP-Newest-15-15-6-HD-Touchscreen-Windows-11-Pro-Business-Laptop-Computer-12th-Gen-Intel-Core-i3-1215U-16GB-RAM-512GB-PCIe-SSD-Long-Battery-Life-Wi-Fi/5278451987?classType=REGULAR,16,4.0,Cheap
"Lenovo IdeaPad 1i 15.6"" Full HD Touchscreen Laptop, Intel Core i3-1215U, 8GB RAM, 256GB SSD, Windows 11 Home",310.98,4.5,94,https://walmart.com/ip/Lenovo-IdeaPad-1i-15-6-Full-HD-Touchscreen-Laptop-Intel-Core-i3-1215U-8GB-RAM-256GB-SSD-Windows-11-Home/5616800199?classType=REGULAR,8,4.5,Cheap
"HP Pavilion 15.6"" FHD Touch, Intel Core i7-1165G7, 8GB RAM, 512GB SSD, Lunar Gold, Windows 11, 15-eg0070wm",543.0,4.2,2427,https://walmart.com/ip/HP-Pavilion-15-6-FHD-Touch-Intel-Core-i7-1165G7-8GB-RAM-512GB-SSD-Lunar-Gold-Windows-11-15-eg0070wm/823285811?classType=VARIANT,8,4.0,Standard
"NBD 10.1 Inch Laptop Android 12.0 Computer, Quad Core Powered Netbook,2G RAM+64 GB ROM Mini Laptop Computer for Kids with Bag, Mouse, and Mouse Pad(Pink)",143.96,4.2,28,https://walmart.com/ip/NBD-10-1-Inch-Laptop-Android-12-0-Computer-Quad-Core-Powered-Netbook-2G-RAM-64-GB-ROM-Mini-Computer-Kids-Bag-Mouse-Mouse-Pad-Pink/5024084558?classType=REGULAR,2,4.0,Cheap
"HP Essential 255 G10 15.6"" FHD Business Laptop, AMD Ryzen 5 7530U, 32GB RAM, 1TB SSD, Wi-Fi 6, Webcam, HDMI, Bluetooth, Windows 11 Pro, Grey",499.0,4.7,39,https://walmart.com/ip/HP-Essential-255-G10-15-6-FHD-Business-Laptop-AMD-Ryzen-5-7530U-32GB-RAM-1TB-SSD-Wi-Fi-6-Webcam-HDMI-Bluetooth-Windows-11-Pro-Grey/10982619848?classType=VARIANT,32,4.5,Cheap
MSI Summit 13.3 inch Touch 2-in-1 Windows Laptop Intel Core Ultra 7-155H Intel Evo Edition AI PC 16GB RAM 1TB SSD Stylus Included Black,799.0,4.8,6,https://walmart.com/ip/MSI-Summit-13-3-inch-Touch-2-in-1-Laptop-Intel-Core-Ultra-7-155H-Intel-Evo-Edition-16GB-RAM-1TB-NVMe-SSD-Stylus-Included-Black/5105358432?classType=REGULAR&athbdg=L1300,16,5.0,Moderate
ASUS ROG Strix G16 16 inch QHD Nebula 240Hz Gaming Laptop Intel Core i9-13980HX NVIDIA GeForce RTX 4070 - 16GB DDR5 1TB SSD Eclipse Gray (2023),0.0,4.8,45,https://walmart.com/ip/ASUS-ROG-Strix-G16-16-inch-QHD-240Hz-Nebula-Gaming-Laptop-Intel-Core-i9-13980HX-NVIDIA-GeForce-RTX-4070-16GB-DDR5-1TB-SSD-Eclipse-Gray-2024/5136011874?classType=REGULAR,16,5.0,Cheap
ASUS TUF F15 15.6 inch FHD 144Hz Gaming Laptop Intel Core i7-13620H NVIDIA GeForce RTX 4060 16GB DDR5 1TB SSD Mecha Gray (2023),1100.0,4.8,114,https://walmart.com/ip/ASUS-TUF-F15-15-6-inch-FHD-144Hz-Gaming-Laptop-Intel-Core-i7-13620H-NVIDIA-GeForce-RTX-4060-16GB-DDR5-1TB-SSD-Mecha-Gray-2024/5109928275?classType=REGULAR,16,5.0,Expensive
